date,neighborhood,center_name,attendance_count
2018-08-03,Carrick,Phillips Community Center,42
2018-08-03,Carrick,Phillips Community Center,1
2018-08-03,Carrick,Phillips Community Center,61
2018-08-03,Carrick,Phillips Community Center,20
2018-08-03,Carrick,Phillips Community Center,28
2018-08-03,Carrick,Phillips Community Center,29
2018-08-03,Carrick,Phillips Community Center,41
2018-08-03,Carrick,Phillips Community Center,65
2018-08-03,Carrick,Phillips Community Center,8
2018-08-02,Carrick,Phillips Community Center,2
2018-08-02,Carrick,Phillips Community Center,72
2018-08-02,Carrick,Phillips Community Center,12
2018-08-02,Carrick,Phillips Community Center,106
2018-08-02,Carrick,Phillips Community Center,18
2018-08-02,Carrick,Phillips Community Center,45
2018-08-02,Carrick,Phillips Community Center,61
2018-08-02,Carrick,Phillips Community Center,6
2018-08-02,Carrick,Phillips Community Center,141
2018-08-01,Carrick,Phillips Community Center,100
2018-08-01,Carrick,Phillips Community Center,4
2018-08-01,Carrick,Phillips Community Center,99
2018-08-01,Carrick,Phillips Community Center,10
2018-08-01,Carrick,Phillips Community Center,59
2018-08-01,Carrick,Phillips Community Center,33
2018-08-01,Carrick,Phillips Community Center,79
2018-08-01,Carrick,Phillips Community Center,47
2018-08-01,Carrick,Phillips Community Center,9
2018-07-31,Carrick,Phillips Community Center,57
2018-07-31,Carrick,Phillips Community Center,5
2018-07-31,Carrick,Phillips Community Center,71
2018-07-31,Carrick,Phillips Community Center,9
2018-07-31,Carrick,Phillips Community Center,38
2018-07-31,Carrick,Phillips Community Center,50
2018-07-31,Carrick,Phillips Community Center,13
2018-07-31,Carrick,Phillips Community Center,85
2018-07-30,Carrick,Phillips Community Center,41
2018-07-30,Carrick,Phillips Community Center,7
2018-07-30,Carrick,Phillips Community Center,77
2018-07-30,Carrick,Phillips Community Center,5
2018-07-30,Carrick,Phillips Community Center,68
2018-07-30,Carrick,Phillips Community Center,57
2018-07-30,Carrick,Phillips Community Center,1
2018-07-30,Carrick,Phillips Community Center,92
2018-07-30,Carrick,Phillips Community Center,19
2018-07-28,Carrick,Phillips Community Center,12
2018-07-28,Carrick,Phillips Community Center,37
2018-07-28,Carrick,Phillips Community Center,11
2018-07-27,Carrick,Phillips Community Center,65
2018-07-27,Carrick,Phillips Community Center,1
2018-07-27,Carrick,Phillips Community Center,10
2018-07-27,Carrick,Phillips Community Center,53
2018-07-27,Carrick,Phillips Community Center,31
2018-07-27,Carrick,Phillips Community Center,14
2018-07-27,Carrick,Phillips Community Center,1
2018-07-27,Carrick,Phillips Community Center,47
2018-07-27,Carrick,Phillips Community Center,70
2018-07-27,Carrick,Phillips Community Center,10
2018-07-26,Carrick,Phillips Community Center,8
2018-07-26,Carrick,Phillips Community Center,84
2018-07-26,Carrick,Phillips Community Center,156
2018-07-26,Carrick,Phillips Community Center,7
2018-07-26,Carrick,Phillips Community Center,12
2018-07-26,Carrick,Phillips Community Center,37
2018-07-26,Carrick,Phillips Community Center,41
2018-07-26,Carrick,Phillips Community Center,28
2018-07-26,Carrick,Phillips Community Center,68
2018-07-25,Carrick,Phillips Community Center,51
2018-07-25,Carrick,Phillips Community Center,12
2018-07-25,Carrick,Phillips Community Center,8
2018-07-25,Carrick,Phillips Community Center,103
2018-07-25,Carrick,Phillips Community Center,26
2018-07-25,Carrick,Phillips Community Center,26
2018-07-25,Carrick,Phillips Community Center,44
2018-07-25,Carrick,Phillips Community Center,83
2018-07-25,Carrick,Phillips Community Center,6
2018-07-24,Carrick,Phillips Community Center,10
2018-07-24,Carrick,Phillips Community Center,49
2018-07-24,Carrick,Phillips Community Center,138
2018-07-24,Carrick,Phillips Community Center,9
2018-07-24,Carrick,Phillips Community Center,18
2018-07-24,Carrick,Phillips Community Center,43
2018-07-24,Carrick,Phillips Community Center,55
2018-07-24,Carrick,Phillips Community Center,9
2018-07-24,Carrick,Phillips Community Center,83
2018-07-23,Carrick,Phillips Community Center,47
2018-07-23,Carrick,Phillips Community Center,17
2018-07-23,Carrick,Phillips Community Center,110
2018-07-23,Carrick,Phillips Community Center,34
2018-07-23,Carrick,Phillips Community Center,22
2018-07-23,Carrick,Phillips Community Center,49
2018-07-23,Carrick,Phillips Community Center,82
2018-07-23,Carrick,Phillips Community Center,26
2018-07-21,Carrick,Phillips Community Center,43
2018-07-21,Carrick,Phillips Community Center,8
2018-07-21,Carrick,Phillips Community Center,14
2018-07-20,Carrick,Phillips Community Center,43
2018-07-20,Carrick,Phillips Community Center,6
2018-07-20,Carrick,Phillips Community Center,64
2018-07-20,Carrick,Phillips Community Center,6
2018-07-20,Carrick,Phillips Community Center,21
2018-07-20,Carrick,Phillips Community Center,12
2018-07-20,Carrick,Phillips Community Center,37
2018-07-20,Carrick,Phillips Community Center,73
2018-07-20,Carrick,Phillips Community Center,30
2018-07-19,Carrick,Phillips Community Center,6
2018-07-19,Carrick,Phillips Community Center,64
2018-07-19,Carrick,Phillips Community Center,14
2018-07-19,Carrick,Phillips Community Center,117
2018-07-19,Carrick,Phillips Community Center,18
2018-07-19,Carrick,Phillips Community Center,32
2018-07-19,Carrick,Phillips Community Center,49
2018-07-19,Carrick,Phillips Community Center,1
2018-07-19,Carrick,Phillips Community Center,8
2018-07-19,Carrick,Phillips Community Center,59
2018-07-18,Carrick,Phillips Community Center,57
2018-07-18,Carrick,Phillips Community Center,8
2018-07-18,Carrick,Phillips Community Center,120
2018-07-18,Carrick,Phillips Community Center,7
2018-07-18,Carrick,Phillips Community Center,27
2018-07-18,Carrick,Phillips Community Center,26
2018-07-18,Carrick,Phillips Community Center,38
2018-07-18,Carrick,Phillips Community Center,90
2018-07-18,Carrick,Phillips Community Center,7
2018-07-17,Carrick,Phillips Community Center,8
2018-07-17,Carrick,Phillips Community Center,46
2018-07-17,Carrick,Phillips Community Center,8
2018-07-17,Carrick,Phillips Community Center,139
2018-07-17,Carrick,Phillips Community Center,31
2018-07-17,Carrick,Phillips Community Center,47
2018-07-17,Carrick,Phillips Community Center,43
2018-07-17,Carrick,Phillips Community Center,1
2018-07-17,Carrick,Phillips Community Center,5
2018-07-17,Carrick,Phillips Community Center,91
2018-07-16,Carrick,Phillips Community Center,38
2018-07-16,Carrick,Phillips Community Center,11
2018-07-16,Carrick,Phillips Community Center,91
2018-07-16,Carrick,Phillips Community Center,48
2018-07-16,Carrick,Phillips Community Center,45
2018-07-16,Carrick,Phillips Community Center,43
2018-07-16,Carrick,Phillips Community Center,80
2018-07-16,Carrick,Phillips Community Center,11
2018-07-14,Carrick,Phillips Community Center,37
2018-07-14,Carrick,Phillips Community Center,18
2018-07-14,Carrick,Phillips Community Center,6
2018-07-13,Carrick,Phillips Community Center,43
2018-07-13,Carrick,Phillips Community Center,6
2018-07-13,Carrick,Phillips Community Center,25
2018-07-13,Carrick,Phillips Community Center,18
2018-07-13,Carrick,Phillips Community Center,47
2018-07-13,Carrick,Phillips Community Center,78
2018-07-13,Carrick,Phillips Community Center,26
2018-07-12,Carrick,Phillips Community Center,9
2018-07-12,Carrick,Phillips Community Center,67
2018-07-12,Carrick,Phillips Community Center,33
2018-07-12,Carrick,Phillips Community Center,46
2018-07-12,Carrick,Phillips Community Center,59
2018-07-12,Carrick,Phillips Community Center,20
2018-07-12,Carrick,Phillips Community Center,73
2018-07-11,Carrick,Phillips Community Center,57
2018-07-11,Carrick,Phillips Community Center,12
2018-07-11,Carrick,Phillips Community Center,33
2018-07-11,Carrick,Phillips Community Center,28
2018-07-11,Carrick,Phillips Community Center,40
2018-07-11,Carrick,Phillips Community Center,60
2018-07-11,Carrick,Phillips Community Center,27
2018-07-10,Carrick,Phillips Community Center,8
2018-07-10,Carrick,Phillips Community Center,53
2018-07-10,Carrick,Phillips Community Center,63
2018-07-10,Carrick,Phillips Community Center,43
2018-07-10,Carrick,Phillips Community Center,58
2018-07-10,Carrick,Phillips Community Center,16
2018-07-10,Carrick,Phillips Community Center,66
2018-07-09,Carrick,Phillips Community Center,36
2018-07-09,Carrick,Phillips Community Center,11
2018-07-09,Carrick,Phillips Community Center,54
2018-07-09,Carrick,Phillips Community Center,21
2018-07-09,Carrick,Phillips Community Center,45
2018-07-09,Carrick,Phillips Community Center,86
2018-07-09,Carrick,Phillips Community Center,15
2018-07-07,Carrick,Phillips Community Center,60
2018-07-07,Carrick,Phillips Community Center,22
2018-07-07,Carrick,Phillips Community Center,18
2018-07-06,Carrick,Phillips Community Center,42
2018-07-06,Carrick,Phillips Community Center,5
2018-07-06,Carrick,Phillips Community Center,106
2018-07-06,Carrick,Phillips Community Center,23
2018-07-06,Carrick,Phillips Community Center,41
2018-07-06,Carrick,Phillips Community Center,32
2018-07-06,Carrick,Phillips Community Center,40
2018-07-06,Carrick,Phillips Community Center,16
2018-07-05,Carrick,Phillips Community Center,1
2018-07-05,Carrick,Phillips Community Center,30
2018-07-05,Carrick,Phillips Community Center,83
2018-07-05,Carrick,Phillips Community Center,19
2018-07-05,Carrick,Phillips Community Center,38
2018-07-05,Carrick,Phillips Community Center,39
2018-07-05,Carrick,Phillips Community Center,47
2018-07-05,Carrick,Phillips Community Center,88
2018-07-03,Carrick,Phillips Community Center,65
2018-07-03,Carrick,Phillips Community Center,127
2018-07-03,Carrick,Phillips Community Center,44
2018-07-03,Carrick,Phillips Community Center,23
2018-07-03,Carrick,Phillips Community Center,61
2018-07-03,Carrick,Phillips Community Center,89
2018-07-03,Carrick,Phillips Community Center,30
2018-07-02,Carrick,Phillips Community Center,51
2018-07-02,Carrick,Phillips Community Center,8
2018-07-02,Carrick,Phillips Community Center,232
2018-07-02,Carrick,Phillips Community Center,24
2018-07-02,Carrick,Phillips Community Center,34
2018-07-02,Carrick,Phillips Community Center,38
2018-07-02,Carrick,Phillips Community Center,33
2018-07-02,Carrick,Phillips Community Center,91
2018-06-30,Carrick,Phillips Community Center,37
2018-06-30,Carrick,Phillips Community Center,18
2018-06-30,Carrick,Phillips Community Center,14
2018-06-30,Carrick,Phillips Community Center,14
2018-06-29,Carrick,Phillips Community Center,63
2018-06-29,Carrick,Phillips Community Center,12
2018-06-29,Carrick,Phillips Community Center,169
2018-06-29,Carrick,Phillips Community Center,28
2018-06-29,Carrick,Phillips Community Center,63
2018-06-29,Carrick,Phillips Community Center,41
2018-06-29,Carrick,Phillips Community Center,69
2018-06-29,Carrick,Phillips Community Center,17
2018-06-28,Carrick,Phillips Community Center,5
2018-06-28,Carrick,Phillips Community Center,90
2018-06-28,Carrick,Phillips Community Center,137
2018-06-28,Carrick,Phillips Community Center,29
2018-06-28,Carrick,Phillips Community Center,34
2018-06-28,Carrick,Phillips Community Center,50
2018-06-28,Carrick,Phillips Community Center,21
2018-06-28,Carrick,Phillips Community Center,74
2018-06-27,Carrick,Phillips Community Center,50
2018-06-27,Carrick,Phillips Community Center,10
2018-06-27,Carrick,Phillips Community Center,153
2018-06-27,Carrick,Phillips Community Center,30
2018-06-27,Carrick,Phillips Community Center,65
2018-06-27,Carrick,Phillips Community Center,2
2018-06-27,Carrick,Phillips Community Center,38
2018-06-27,Carrick,Phillips Community Center,96
2018-06-27,Carrick,Phillips Community Center,23
2018-06-26,Carrick,Phillips Community Center,9
2018-06-26,Carrick,Phillips Community Center,72
2018-06-26,Carrick,Phillips Community Center,134
2018-06-26,Carrick,Phillips Community Center,1
2018-06-26,Carrick,Phillips Community Center,38
2018-06-26,Carrick,Phillips Community Center,47
2018-06-26,Carrick,Phillips Community Center,48
2018-06-26,Carrick,Phillips Community Center,42
2018-06-26,Carrick,Phillips Community Center,110
2018-06-25,Carrick,Phillips Community Center,56
2018-06-25,Carrick,Phillips Community Center,13
2018-06-25,Carrick,Phillips Community Center,264
2018-06-25,Carrick,Phillips Community Center,39
2018-06-25,Carrick,Phillips Community Center,78
2018-06-25,Carrick,Phillips Community Center,1
2018-06-25,Carrick,Phillips Community Center,48
2018-06-25,Carrick,Phillips Community Center,138
2018-06-25,Carrick,Phillips Community Center,45
2018-06-23,Carrick,Phillips Community Center,44
2018-06-23,Carrick,Phillips Community Center,19
2018-06-23,Carrick,Phillips Community Center,21
2018-06-23,Carrick,Phillips Community Center,12
2018-06-22,Carrick,Phillips Community Center,47
2018-06-22,Carrick,Phillips Community Center,14
2018-06-22,Carrick,Phillips Community Center,105
2018-06-22,Carrick,Phillips Community Center,35
2018-06-22,Carrick,Phillips Community Center,114
2018-06-22,Carrick,Phillips Community Center,28
2018-06-22,Carrick,Phillips Community Center,57
2018-06-22,Carrick,Phillips Community Center,15
2018-06-21,Carrick,Phillips Community Center,19
2018-06-21,Carrick,Phillips Community Center,75
2018-06-21,Carrick,Phillips Community Center,157
2018-06-21,Carrick,Phillips Community Center,32
2018-06-21,Carrick,Phillips Community Center,43
2018-06-21,Carrick,Phillips Community Center,34
2018-06-21,Carrick,Phillips Community Center,40
2018-06-21,Carrick,Phillips Community Center,92
2018-06-20,Carrick,Phillips Community Center,64
2018-06-20,Carrick,Phillips Community Center,25
2018-06-20,Carrick,Phillips Community Center,160
2018-06-20,Carrick,Phillips Community Center,68
2018-06-20,Carrick,Phillips Community Center,20
2018-06-20,Carrick,Phillips Community Center,42
2018-06-20,Carrick,Phillips Community Center,1
2018-06-20,Carrick,Phillips Community Center,84
2018-06-20,Carrick,Phillips Community Center,27
2018-06-19,Carrick,Phillips Community Center,3
2018-06-19,Carrick,Phillips Community Center,114
2018-06-19,Carrick,Phillips Community Center,228
2018-06-19,Carrick,Phillips Community Center,27
2018-06-19,Carrick,Phillips Community Center,51
2018-06-19,Carrick,Phillips Community Center,39
2018-06-19,Carrick,Phillips Community Center,16
2018-06-19,Carrick,Phillips Community Center,103
2018-06-18,Carrick,Phillips Community Center,73
2018-06-18,Carrick,Phillips Community Center,232
2018-06-18,Carrick,Phillips Community Center,57
2018-06-18,Carrick,Phillips Community Center,242
2018-06-18,Carrick,Phillips Community Center,1
2018-06-18,Carrick,Phillips Community Center,58
2018-06-18,Carrick,Phillips Community Center,134
2018-06-18,Carrick,Phillips Community Center,12
2018-06-17,Carrick,Phillips Community Center,2
2018-06-16,Carrick,Phillips Community Center,46
2018-06-16,Carrick,Phillips Community Center,16
2018-06-16,Carrick,Phillips Community Center,56
2018-06-15,Carrick,Phillips Community Center,102
2018-06-15,Carrick,Phillips Community Center,18
2018-06-15,Carrick,Phillips Community Center,72
2018-06-15,Carrick,Phillips Community Center,49
2018-06-15,Carrick,Phillips Community Center,71
2018-06-15,Carrick,Phillips Community Center,53
2018-06-15,Carrick,Phillips Community Center,125
2018-06-15,Carrick,Phillips Community Center,47
2018-06-14,Carrick,Phillips Community Center,18
2018-06-14,Carrick,Phillips Community Center,119
2018-06-14,Carrick,Phillips Community Center,152
2018-06-14,Carrick,Phillips Community Center,49
2018-06-14,Carrick,Phillips Community Center,1
2018-06-14,Carrick,Phillips Community Center,57
2018-06-14,Carrick,Phillips Community Center,43
2018-06-14,Carrick,Phillips Community Center,38
2018-06-14,Carrick,Phillips Community Center,99
2018-06-13,Carrick,Phillips Community Center,79
2018-06-13,Carrick,Phillips Community Center,11
2018-06-13,Carrick,Phillips Community Center,149
2018-06-13,Carrick,Phillips Community Center,58
2018-06-13,Carrick,Phillips Community Center,18
2018-06-13,Carrick,Phillips Community Center,52
2018-06-13,Carrick,Phillips Community Center,159
2018-06-13,Carrick,Phillips Community Center,23
2018-06-12,Carrick,Phillips Community Center,18
2018-06-12,Carrick,Phillips Community Center,93
2018-06-12,Carrick,Phillips Community Center,157
2018-06-12,Carrick,Phillips Community Center,94
2018-06-12,Carrick,Phillips Community Center,77
2018-06-12,Carrick,Phillips Community Center,55
2018-06-12,Carrick,Phillips Community Center,25
2018-06-12,Carrick,Phillips Community Center,152
2018-06-11,Carrick,Phillips Community Center,72
2018-06-11,Carrick,Phillips Community Center,25
2018-06-11,Carrick,Phillips Community Center,189
2018-06-11,Carrick,Phillips Community Center,85
2018-06-11,Carrick,Phillips Community Center,47
2018-06-11,Carrick,Phillips Community Center,46
2018-06-11,Carrick,Phillips Community Center,167
2018-06-11,Carrick,Phillips Community Center,37
2018-06-09,Carrick,Phillips Community Center,24
2018-06-09,Carrick,Phillips Community Center,70
2018-06-09,Carrick,Phillips Community Center,8
2018-06-08,Carrick,Phillips Community Center,54
2018-06-08,Carrick,Phillips Community Center,15
2018-06-08,Carrick,Phillips Community Center,81
2018-06-08,Carrick,Phillips Community Center,33
2018-06-08,Carrick,Phillips Community Center,29
2018-06-08,Carrick,Phillips Community Center,10
2018-06-08,Carrick,Phillips Community Center,107
2018-06-08,Carrick,Phillips Community Center,19
2018-06-07,Carrick,Phillips Community Center,26
2018-06-07,Carrick,Phillips Community Center,30
2018-06-07,Carrick,Phillips Community Center,133
2018-06-07,Carrick,Phillips Community Center,65
2018-06-07,Carrick,Phillips Community Center,54
2018-06-07,Carrick,Phillips Community Center,17
2018-06-07,Carrick,Phillips Community Center,25
2018-06-07,Carrick,Phillips Community Center,77
2018-06-06,Carrick,Phillips Community Center,47
2018-06-06,Carrick,Phillips Community Center,20
2018-06-06,Carrick,Phillips Community Center,125
2018-06-06,Carrick,Phillips Community Center,49
2018-06-06,Carrick,Phillips Community Center,4
2018-06-06,Carrick,Phillips Community Center,18
2018-06-06,Carrick,Phillips Community Center,122
2018-06-06,Carrick,Phillips Community Center,14
2018-06-05,Carrick,Phillips Community Center,14
2018-06-05,Carrick,Phillips Community Center,68
2018-06-05,Carrick,Phillips Community Center,122
2018-06-05,Carrick,Phillips Community Center,9
2018-06-05,Carrick,Phillips Community Center,48
2018-06-05,Carrick,Phillips Community Center,25
2018-06-05,Carrick,Phillips Community Center,19
2018-06-05,Carrick,Phillips Community Center,136
2018-06-04,Carrick,Phillips Community Center,33
2018-06-04,Carrick,Phillips Community Center,19
2018-06-04,Carrick,Phillips Community Center,62
2018-06-04,Carrick,Phillips Community Center,43
2018-06-04,Carrick,Phillips Community Center,25
2018-06-04,Carrick,Phillips Community Center,21
2018-06-04,Carrick,Phillips Community Center,112
2018-06-04,Carrick,Phillips Community Center,34
2018-06-02,Carrick,Phillips Community Center,41
2018-06-02,Carrick,Phillips Community Center,20
2018-06-02,Carrick,Phillips Community Center,19
2018-06-01,Carrick,Phillips Community Center,41
2018-06-01,Carrick,Phillips Community Center,8
2018-06-01,Carrick,Phillips Community Center,30
2018-06-01,Carrick,Phillips Community Center,37
2018-06-01,Carrick,Phillips Community Center,18
2018-06-01,Carrick,Phillips Community Center,15
2018-06-01,Carrick,Phillips Community Center,88
2018-06-01,Carrick,Phillips Community Center,19
2018-05-31,Carrick,Phillips Community Center,31
2018-05-31,Carrick,Phillips Community Center,49
2018-05-31,Carrick,Phillips Community Center,96
2018-05-31,Carrick,Phillips Community Center,44
2018-05-31,Carrick,Phillips Community Center,37
2018-05-31,Carrick,Phillips Community Center,22
2018-05-31,Carrick,Phillips Community Center,21
2018-05-31,Carrick,Phillips Community Center,87
2018-05-30,Carrick,Phillips Community Center,63
2018-05-30,Carrick,Phillips Community Center,15
2018-05-30,Carrick,Phillips Community Center,46
2018-05-30,Carrick,Phillips Community Center,46
2018-05-30,Carrick,Phillips Community Center,58
2018-05-30,Carrick,Phillips Community Center,14
2018-05-30,Carrick,Phillips Community Center,316
2018-05-30,Carrick,Phillips Community Center,20
2018-05-29,Carrick,Phillips Community Center,17
2018-05-29,Carrick,Phillips Community Center,62
2018-05-29,Carrick,Phillips Community Center,87
2018-05-29,Carrick,Phillips Community Center,111
2018-05-29,Carrick,Phillips Community Center,55
2018-05-29,Carrick,Phillips Community Center,28
2018-05-29,Carrick,Phillips Community Center,53
2018-05-29,Carrick,Phillips Community Center,87
2018-05-25,Carrick,Phillips Community Center,31
2018-05-25,Carrick,Phillips Community Center,10
2018-05-25,Carrick,Phillips Community Center,36
2018-05-25,Carrick,Phillips Community Center,45
2018-05-25,Carrick,Phillips Community Center,69
2018-05-25,Carrick,Phillips Community Center,23
2018-05-24,Carrick,Phillips Community Center,10
2018-05-24,Carrick,Phillips Community Center,94
2018-05-24,Carrick,Phillips Community Center,98
2018-05-24,Carrick,Phillips Community Center,39
2018-05-24,Carrick,Phillips Community Center,47
2018-05-24,Carrick,Phillips Community Center,54
2018-05-24,Carrick,Phillips Community Center,28
2018-05-24,Carrick,Phillips Community Center,63
2018-05-23,Carrick,Phillips Community Center,57
2018-05-23,Carrick,Phillips Community Center,18
2018-05-23,Carrick,Phillips Community Center,55
2018-05-23,Carrick,Phillips Community Center,47
2018-05-23,Carrick,Phillips Community Center,35
2018-05-23,Carrick,Phillips Community Center,105
2018-05-23,Carrick,Phillips Community Center,24
2018-05-22,Carrick,Phillips Community Center,16
2018-05-22,Carrick,Phillips Community Center,76
2018-05-22,Carrick,Phillips Community Center,135
2018-05-22,Carrick,Phillips Community Center,68
2018-05-22,Carrick,Phillips Community Center,44
2018-05-22,Carrick,Phillips Community Center,21
2018-05-22,Carrick,Phillips Community Center,25
2018-05-22,Carrick,Phillips Community Center,97
2018-05-21,Carrick,Phillips Community Center,66
2018-05-21,Carrick,Phillips Community Center,17
2018-05-21,Carrick,Phillips Community Center,111
2018-05-21,Carrick,Phillips Community Center,48
2018-05-21,Carrick,Phillips Community Center,54
2018-05-21,Carrick,Phillips Community Center,51
2018-05-21,Carrick,Phillips Community Center,180
2018-05-21,Carrick,Phillips Community Center,15
2018-05-19,Carrick,Phillips Community Center,41
2018-05-19,Carrick,Phillips Community Center,6
2018-05-19,Carrick,Phillips Community Center,62
2018-05-18,Carrick,Phillips Community Center,39
2018-05-18,Carrick,Phillips Community Center,17
2018-05-18,Carrick,Phillips Community Center,29
2018-05-18,Carrick,Phillips Community Center,37
2018-05-18,Carrick,Phillips Community Center,16
2018-05-18,Carrick,Phillips Community Center,119
2018-05-18,Carrick,Phillips Community Center,7
2018-05-17,Carrick,Phillips Community Center,21
2018-05-17,Carrick,Phillips Community Center,123
2018-05-17,Carrick,Phillips Community Center,54
2018-05-17,Carrick,Phillips Community Center,37
2018-05-17,Carrick,Phillips Community Center,20
2018-05-17,Carrick,Phillips Community Center,54
2018-05-17,Carrick,Phillips Community Center,19
2018-05-17,Carrick,Phillips Community Center,112
2018-05-16,Carrick,Phillips Community Center,56
2018-05-16,Carrick,Phillips Community Center,10
2018-05-16,Carrick,Phillips Community Center,79
2018-05-16,Carrick,Phillips Community Center,65
2018-05-16,Carrick,Phillips Community Center,43
2018-05-16,Carrick,Phillips Community Center,43
2018-05-16,Carrick,Phillips Community Center,122
2018-05-16,Carrick,Phillips Community Center,18
2018-05-15,Carrick,Phillips Community Center,74
2018-05-15,Carrick,Phillips Community Center,34
2018-05-15,Carrick,Phillips Community Center,40
2018-05-15,Carrick,Phillips Community Center,1
2018-05-15,Carrick,Phillips Community Center,48
2018-05-15,Carrick,Phillips Community Center,27
2018-05-15,Carrick,Phillips Community Center,183
2018-05-14,Carrick,Phillips Community Center,45
2018-05-14,Carrick,Phillips Community Center,30
2018-05-14,Carrick,Phillips Community Center,114
2018-05-14,Carrick,Phillips Community Center,46
2018-05-14,Carrick,Phillips Community Center,53
2018-05-14,Carrick,Phillips Community Center,127
2018-05-14,Carrick,Phillips Community Center,25
2018-05-12,Carrick,Phillips Community Center,34
2018-05-12,Carrick,Phillips Community Center,30
2018-05-12,Carrick,Phillips Community Center,20
2018-05-11,Carrick,Phillips Community Center,54
2018-05-11,Carrick,Phillips Community Center,16
2018-05-11,Carrick,Phillips Community Center,24
2018-05-11,Carrick,Phillips Community Center,41
2018-05-11,Carrick,Phillips Community Center,91
2018-05-11,Carrick,Phillips Community Center,28
2018-05-10,Carrick,Phillips Community Center,22
2018-05-10,Carrick,Phillips Community Center,113
2018-05-10,Carrick,Phillips Community Center,63
2018-05-10,Carrick,Phillips Community Center,44
2018-05-10,Carrick,Phillips Community Center,47
2018-05-10,Carrick,Phillips Community Center,26
2018-05-10,Carrick,Phillips Community Center,118
2018-05-09,Carrick,Phillips Community Center,61
2018-05-09,Carrick,Phillips Community Center,15
2018-05-09,Carrick,Phillips Community Center,44
2018-05-09,Carrick,Phillips Community Center,56
2018-05-09,Carrick,Phillips Community Center,39
2018-05-09,Carrick,Phillips Community Center,150
2018-05-09,Carrick,Phillips Community Center,29
2018-05-08,Carrick,Phillips Community Center,27
2018-05-08,Carrick,Phillips Community Center,76
2018-05-08,Carrick,Phillips Community Center,98
2018-05-08,Carrick,Phillips Community Center,68
2018-05-08,Carrick,Phillips Community Center,34
2018-05-08,Carrick,Phillips Community Center,29
2018-05-08,Carrick,Phillips Community Center,150
2018-05-07,Carrick,Phillips Community Center,34
2018-05-07,Carrick,Phillips Community Center,24
2018-05-07,Carrick,Phillips Community Center,56
2018-05-07,Carrick,Phillips Community Center,66
2018-05-07,Carrick,Phillips Community Center,21
2018-05-07,Carrick,Phillips Community Center,176
2018-05-07,Carrick,Phillips Community Center,29
2018-05-05,Carrick,Phillips Community Center,52
2018-05-05,Carrick,Phillips Community Center,20
2018-05-05,Carrick,Phillips Community Center,26
2018-05-04,Carrick,Phillips Community Center,46
2018-05-04,Carrick,Phillips Community Center,7
2018-05-04,Carrick,Phillips Community Center,84
2018-05-04,Carrick,Phillips Community Center,27
2018-05-04,Carrick,Phillips Community Center,40
2018-05-04,Carrick,Phillips Community Center,96
2018-05-04,Carrick,Phillips Community Center,27
2018-05-03,Carrick,Phillips Community Center,14
2018-05-03,Carrick,Phillips Community Center,124
2018-05-03,Carrick,Phillips Community Center,92
2018-05-03,Carrick,Phillips Community Center,47
2018-05-03,Carrick,Phillips Community Center,25
2018-05-03,Carrick,Phillips Community Center,52
2018-05-03,Carrick,Phillips Community Center,17
2018-05-03,Carrick,Phillips Community Center,127
2018-05-02,Carrick,Phillips Community Center,51
2018-05-02,Carrick,Phillips Community Center,14
2018-05-02,Carrick,Phillips Community Center,74
2018-05-02,Carrick,Phillips Community Center,49
2018-05-02,Carrick,Phillips Community Center,58
2018-05-02,Carrick,Phillips Community Center,48
2018-05-02,Carrick,Phillips Community Center,136
2018-05-02,Carrick,Phillips Community Center,30
2018-05-01,Carrick,Phillips Community Center,14
2018-05-01,Carrick,Phillips Community Center,52
2018-05-01,Carrick,Phillips Community Center,99
2018-05-01,Carrick,Phillips Community Center,49
2018-05-01,Carrick,Phillips Community Center,43
2018-05-01,Carrick,Phillips Community Center,2
2018-05-01,Carrick,Phillips Community Center,13
2018-05-01,Carrick,Phillips Community Center,123
2018-04-30,Carrick,Phillips Community Center,42
2018-04-30,Carrick,Phillips Community Center,25
2018-04-30,Carrick,Phillips Community Center,27
2018-04-30,Carrick,Phillips Community Center,48
2018-04-30,Carrick,Phillips Community Center,28
2018-04-30,Carrick,Phillips Community Center,61
2018-04-30,Carrick,Phillips Community Center,128
2018-04-30,Carrick,Phillips Community Center,16
2018-04-28,Carrick,Phillips Community Center,44
2018-04-28,Carrick,Phillips Community Center,14
2018-04-28,Carrick,Phillips Community Center,13
2018-04-28,Carrick,Phillips Community Center,12
2018-04-27,Carrick,Phillips Community Center,37
2018-04-27,Carrick,Phillips Community Center,18
2018-04-27,Carrick,Phillips Community Center,86
2018-04-27,Carrick,Phillips Community Center,46
2018-04-27,Carrick,Phillips Community Center,14
2018-04-27,Carrick,Phillips Community Center,63
2018-04-27,Carrick,Phillips Community Center,107
2018-04-27,Carrick,Phillips Community Center,27
2018-04-26,Carrick,Phillips Community Center,28
2018-04-26,Carrick,Phillips Community Center,113
2018-04-26,Carrick,Phillips Community Center,98
2018-04-26,Carrick,Phillips Community Center,32
2018-04-26,Carrick,Phillips Community Center,52
2018-04-26,Carrick,Phillips Community Center,45
2018-04-26,Carrick,Phillips Community Center,21
2018-04-26,Carrick,Phillips Community Center,101
2018-04-25,Carrick,Phillips Community Center,71
2018-04-25,Carrick,Phillips Community Center,20
2018-04-25,Carrick,Phillips Community Center,91
