date,neighborhood,center_name,attendance_count
2012-01-04,Bedford Dwellings,Ammon Community Center,106
2012-01-04,Bedford Dwellings,Ammon Community Center,144
2012-01-04,Bedford Dwellings,Ammon Community Center,259
2012-01-04,Bedford Dwellings,Ammon Community Center,13
2012-01-04,Bedford Dwellings,Ammon Community Center,51
2012-01-04,Bedford Dwellings,Ammon Community Center,2
2012-01-04,Bedford Dwellings,Ammon Community Center,62
2012-01-04,Bedford Dwellings,Ammon Community Center,36
2012-01-04,Bedford Dwellings,Ammon Community Center,33
2012-01-04,Bedford Dwellings,Ammon Community Center,80
2012-01-03,Bedford Dwellings,Ammon Community Center,50
2012-01-03,Bedford Dwellings,Ammon Community Center,81
2012-01-03,Bedford Dwellings,Ammon Community Center,127
2012-01-03,Bedford Dwellings,Ammon Community Center,16
2012-01-03,Bedford Dwellings,Ammon Community Center,17
2012-01-03,Bedford Dwellings,Ammon Community Center,40
2012-01-03,Bedford Dwellings,Ammon Community Center,48
2012-01-03,Bedford Dwellings,Ammon Community Center,89
2012-01-03,Bedford Dwellings,Ammon Community Center,28
2011-12-30,Bedford Dwellings,Ammon Community Center,24
2011-12-30,Bedford Dwellings,Ammon Community Center,124
2011-12-30,Bedford Dwellings,Ammon Community Center,75
2011-12-30,Bedford Dwellings,Ammon Community Center,19
2011-12-30,Bedford Dwellings,Ammon Community Center,9
2011-12-30,Bedford Dwellings,Ammon Community Center,14
2011-12-30,Bedford Dwellings,Ammon Community Center,24
2011-12-30,Bedford Dwellings,Ammon Community Center,16
2011-12-30,Bedford Dwellings,Ammon Community Center,28
2011-12-29,Bedford Dwellings,Ammon Community Center,23
2011-12-29,Bedford Dwellings,Ammon Community Center,111
2011-12-29,Bedford Dwellings,Ammon Community Center,25
2011-12-29,Bedford Dwellings,Ammon Community Center,9
2011-12-29,Bedford Dwellings,Ammon Community Center,23
2011-12-29,Bedford Dwellings,Ammon Community Center,28
2011-12-29,Bedford Dwellings,Ammon Community Center,26
2011-12-29,Bedford Dwellings,Ammon Community Center,27
2011-12-28,Bedford Dwellings,Ammon Community Center,46
2011-12-28,Bedford Dwellings,Ammon Community Center,22
2011-12-28,Bedford Dwellings,Ammon Community Center,108
2011-12-28,Bedford Dwellings,Ammon Community Center,11
2011-12-28,Bedford Dwellings,Ammon Community Center,8
2011-12-28,Bedford Dwellings,Ammon Community Center,19
2011-12-28,Bedford Dwellings,Ammon Community Center,29
2011-12-28,Bedford Dwellings,Ammon Community Center,55
2011-12-28,Bedford Dwellings,Ammon Community Center,47
2011-12-27,Bedford Dwellings,Ammon Community Center,58
2011-12-27,Bedford Dwellings,Ammon Community Center,94
2011-12-27,Bedford Dwellings,Ammon Community Center,29
2011-12-27,Bedford Dwellings,Ammon Community Center,19
2011-12-27,Bedford Dwellings,Ammon Community Center,11
2011-12-27,Bedford Dwellings,Ammon Community Center,31
2011-12-27,Bedford Dwellings,Ammon Community Center,14
2011-12-27,Bedford Dwellings,Ammon Community Center,35
2011-12-27,Bedford Dwellings,Ammon Community Center,54
2011-12-23,Bedford Dwellings,Ammon Community Center,27
2011-12-23,Bedford Dwellings,Ammon Community Center,64
2011-12-23,Bedford Dwellings,Ammon Community Center,85
2011-12-23,Bedford Dwellings,Ammon Community Center,7
2011-12-23,Bedford Dwellings,Ammon Community Center,13
2011-12-23,Bedford Dwellings,Ammon Community Center,12
2011-12-23,Bedford Dwellings,Ammon Community Center,5
2011-12-23,Bedford Dwellings,Ammon Community Center,20
2011-12-23,Bedford Dwellings,Ammon Community Center,20
2011-12-22,Bedford Dwellings,Ammon Community Center,39
2011-12-22,Bedford Dwellings,Ammon Community Center,240
2011-12-22,Bedford Dwellings,Ammon Community Center,78
2011-12-22,Bedford Dwellings,Ammon Community Center,34
2011-12-22,Bedford Dwellings,Ammon Community Center,22
2011-12-22,Bedford Dwellings,Ammon Community Center,30
2011-12-22,Bedford Dwellings,Ammon Community Center,64
2011-12-22,Bedford Dwellings,Ammon Community Center,89
2011-12-22,Bedford Dwellings,Ammon Community Center,58
2011-12-21,Bedford Dwellings,Ammon Community Center,92
2011-12-21,Bedford Dwellings,Ammon Community Center,261
2011-12-21,Bedford Dwellings,Ammon Community Center,169
2011-12-21,Bedford Dwellings,Ammon Community Center,11
2011-12-21,Bedford Dwellings,Ammon Community Center,62
2011-12-21,Bedford Dwellings,Ammon Community Center,43
2011-12-21,Bedford Dwellings,Ammon Community Center,37
2011-12-21,Bedford Dwellings,Ammon Community Center,84
2011-12-20,Bedford Dwellings,Ammon Community Center,76
2011-12-20,Bedford Dwellings,Ammon Community Center,139
2011-12-20,Bedford Dwellings,Ammon Community Center,173
2011-12-20,Bedford Dwellings,Ammon Community Center,22
2011-12-20,Bedford Dwellings,Ammon Community Center,61
2011-12-20,Bedford Dwellings,Ammon Community Center,59
2011-12-20,Bedford Dwellings,Ammon Community Center,90
2011-12-20,Bedford Dwellings,Ammon Community Center,37
2011-12-19,Bedford Dwellings,Ammon Community Center,93
2011-12-19,Bedford Dwellings,Ammon Community Center,156
2011-12-19,Bedford Dwellings,Ammon Community Center,16
2011-12-19,Bedford Dwellings,Ammon Community Center,64
2011-12-19,Bedford Dwellings,Ammon Community Center,57
2011-12-19,Bedford Dwellings,Ammon Community Center,46
2011-12-19,Bedford Dwellings,Ammon Community Center,112
2011-12-18,Bedford Dwellings,Ammon Community Center,16
2011-12-17,Bedford Dwellings,Ammon Community Center,71
2011-12-17,Bedford Dwellings,Ammon Community Center,230
2011-12-17,Bedford Dwellings,Ammon Community Center,5
2011-12-17,Bedford Dwellings,Ammon Community Center,6
2011-12-17,Bedford Dwellings,Ammon Community Center,15
2011-12-17,Bedford Dwellings,Ammon Community Center,68
2011-12-16,Bedford Dwellings,Ammon Community Center,61
2011-12-16,Bedford Dwellings,Ammon Community Center,156
2011-12-16,Bedford Dwellings,Ammon Community Center,283
2011-12-16,Bedford Dwellings,Ammon Community Center,20
2011-12-16,Bedford Dwellings,Ammon Community Center,25
2011-12-16,Bedford Dwellings,Ammon Community Center,9
2011-12-16,Bedford Dwellings,Ammon Community Center,75
2011-12-16,Bedford Dwellings,Ammon Community Center,67
2011-12-15,Bedford Dwellings,Ammon Community Center,36
2011-12-15,Bedford Dwellings,Ammon Community Center,311
2011-12-15,Bedford Dwellings,Ammon Community Center,144
2011-12-15,Bedford Dwellings,Ammon Community Center,21
2011-12-15,Bedford Dwellings,Ammon Community Center,31
2011-12-15,Bedford Dwellings,Ammon Community Center,48
2011-12-15,Bedford Dwellings,Ammon Community Center,115
2011-12-15,Bedford Dwellings,Ammon Community Center,36
2011-12-14,Bedford Dwellings,Ammon Community Center,73
2011-12-14,Bedford Dwellings,Ammon Community Center,182
2011-12-14,Bedford Dwellings,Ammon Community Center,148
2011-12-14,Bedford Dwellings,Ammon Community Center,21
2011-12-14,Bedford Dwellings,Ammon Community Center,76
2011-12-14,Bedford Dwellings,Ammon Community Center,31
2011-12-14,Bedford Dwellings,Ammon Community Center,50
2011-12-14,Bedford Dwellings,Ammon Community Center,106
2011-12-13,Bedford Dwellings,Ammon Community Center,71
2011-12-13,Bedford Dwellings,Ammon Community Center,112
2011-12-13,Bedford Dwellings,Ammon Community Center,223
2011-12-13,Bedford Dwellings,Ammon Community Center,19
2011-12-13,Bedford Dwellings,Ammon Community Center,6
2011-12-13,Bedford Dwellings,Ammon Community Center,57
2011-12-13,Bedford Dwellings,Ammon Community Center,70
2011-12-13,Bedford Dwellings,Ammon Community Center,92
2011-12-13,Bedford Dwellings,Ammon Community Center,35
2011-12-12,Bedford Dwellings,Ammon Community Center,95
2011-12-12,Bedford Dwellings,Ammon Community Center,180
2011-12-12,Bedford Dwellings,Ammon Community Center,152
2011-12-12,Bedford Dwellings,Ammon Community Center,129
2011-12-12,Bedford Dwellings,Ammon Community Center,21
2011-12-12,Bedford Dwellings,Ammon Community Center,71
2011-12-12,Bedford Dwellings,Ammon Community Center,67
2011-12-12,Bedford Dwellings,Ammon Community Center,59
2011-12-12,Bedford Dwellings,Ammon Community Center,101
2011-12-11,Bedford Dwellings,Ammon Community Center,69
2011-12-11,Bedford Dwellings,Ammon Community Center,12
2011-12-10,Bedford Dwellings,Ammon Community Center,78
2011-12-10,Bedford Dwellings,Ammon Community Center,215
2011-12-10,Bedford Dwellings,Ammon Community Center,6
2011-12-10,Bedford Dwellings,Ammon Community Center,11
2011-12-10,Bedford Dwellings,Ammon Community Center,4
2011-12-10,Bedford Dwellings,Ammon Community Center,3
2011-12-09,Bedford Dwellings,Ammon Community Center,70
2011-12-09,Bedford Dwellings,Ammon Community Center,134
2011-12-09,Bedford Dwellings,Ammon Community Center,127
2011-12-09,Bedford Dwellings,Ammon Community Center,18
2011-12-09,Bedford Dwellings,Ammon Community Center,19
2011-12-09,Bedford Dwellings,Ammon Community Center,48
2011-12-09,Bedford Dwellings,Ammon Community Center,60
2011-12-08,Bedford Dwellings,Ammon Community Center,35
2011-12-08,Bedford Dwellings,Ammon Community Center,107
2011-12-08,Bedford Dwellings,Ammon Community Center,156
2011-12-08,Bedford Dwellings,Ammon Community Center,29
2011-12-08,Bedford Dwellings,Ammon Community Center,3
2011-12-08,Bedford Dwellings,Ammon Community Center,52
2011-12-08,Bedford Dwellings,Ammon Community Center,36
2011-12-08,Bedford Dwellings,Ammon Community Center,96
2011-12-08,Bedford Dwellings,Ammon Community Center,37
2011-12-07,Bedford Dwellings,Ammon Community Center,49
2011-12-07,Bedford Dwellings,Ammon Community Center,206
2011-12-07,Bedford Dwellings,Ammon Community Center,16
2011-12-07,Bedford Dwellings,Ammon Community Center,1
2011-12-07,Bedford Dwellings,Ammon Community Center,7
2011-12-07,Bedford Dwellings,Ammon Community Center,19
2011-12-07,Bedford Dwellings,Ammon Community Center,35
2011-12-07,Bedford Dwellings,Ammon Community Center,93
2011-12-07,Bedford Dwellings,Ammon Community Center,61
2011-12-07,Bedford Dwellings,Ammon Community Center,112
2011-12-06,Bedford Dwellings,Ammon Community Center,34
2011-12-06,Bedford Dwellings,Ammon Community Center,177
2011-12-06,Bedford Dwellings,Ammon Community Center,208
2011-12-06,Bedford Dwellings,Ammon Community Center,23
2011-12-06,Bedford Dwellings,Ammon Community Center,64
2011-12-06,Bedford Dwellings,Ammon Community Center,34
2011-12-06,Bedford Dwellings,Ammon Community Center,105
2011-12-06,Bedford Dwellings,Ammon Community Center,48
2011-12-05,Bedford Dwellings,Ammon Community Center,92
2011-12-05,Bedford Dwellings,Ammon Community Center,188
2011-12-05,Bedford Dwellings,Ammon Community Center,203
2011-12-05,Bedford Dwellings,Ammon Community Center,1
2011-12-05,Bedford Dwellings,Ammon Community Center,43
2011-12-05,Bedford Dwellings,Ammon Community Center,114
2011-12-05,Bedford Dwellings,Ammon Community Center,53
2011-12-05,Bedford Dwellings,Ammon Community Center,78
2011-12-04,Bedford Dwellings,Ammon Community Center,49
2011-12-03,Bedford Dwellings,Ammon Community Center,92
2011-12-03,Bedford Dwellings,Ammon Community Center,276
2011-12-03,Bedford Dwellings,Ammon Community Center,9
2011-12-03,Bedford Dwellings,Ammon Community Center,28
2011-12-03,Bedford Dwellings,Ammon Community Center,4
2011-12-02,Bedford Dwellings,Ammon Community Center,175
2011-12-02,Bedford Dwellings,Ammon Community Center,76
2011-12-02,Bedford Dwellings,Ammon Community Center,32
2011-12-02,Bedford Dwellings,Ammon Community Center,12
2011-12-02,Bedford Dwellings,Ammon Community Center,83
2011-12-02,Bedford Dwellings,Ammon Community Center,31
2011-12-02,Bedford Dwellings,Ammon Community Center,73
2011-12-02,Bedford Dwellings,Ammon Community Center,31
2011-12-01,Bedford Dwellings,Ammon Community Center,27
2011-12-01,Bedford Dwellings,Ammon Community Center,114
2011-12-01,Bedford Dwellings,Ammon Community Center,135
2011-12-01,Bedford Dwellings,Ammon Community Center,17
2011-12-01,Bedford Dwellings,Ammon Community Center,49
2011-12-01,Bedford Dwellings,Ammon Community Center,54
2011-12-01,Bedford Dwellings,Ammon Community Center,54
2011-12-01,Bedford Dwellings,Ammon Community Center,100
2011-11-30,Bedford Dwellings,Ammon Community Center,93
2011-11-30,Bedford Dwellings,Ammon Community Center,220
2011-11-30,Bedford Dwellings,Ammon Community Center,122
2011-11-30,Bedford Dwellings,Ammon Community Center,14
2011-11-30,Bedford Dwellings,Ammon Community Center,41
2011-11-30,Bedford Dwellings,Ammon Community Center,62
2011-11-30,Bedford Dwellings,Ammon Community Center,101
2011-11-30,Bedford Dwellings,Ammon Community Center,24
2011-11-29,Bedford Dwellings,Ammon Community Center,79
2011-11-29,Bedford Dwellings,Ammon Community Center,91
2011-11-29,Bedford Dwellings,Ammon Community Center,210
2011-11-29,Bedford Dwellings,Ammon Community Center,17
2011-11-29,Bedford Dwellings,Ammon Community Center,37
2011-11-29,Bedford Dwellings,Ammon Community Center,57
2011-11-29,Bedford Dwellings,Ammon Community Center,53
2011-11-29,Bedford Dwellings,Ammon Community Center,126
2011-11-28,Bedford Dwellings,Ammon Community Center,64
2011-11-28,Bedford Dwellings,Ammon Community Center,185
2011-11-28,Bedford Dwellings,Ammon Community Center,150
2011-11-28,Bedford Dwellings,Ammon Community Center,15
2011-11-28,Bedford Dwellings,Ammon Community Center,37
2011-11-28,Bedford Dwellings,Ammon Community Center,43
2011-11-28,Bedford Dwellings,Ammon Community Center,94
2011-11-28,Bedford Dwellings,Ammon Community Center,55
2011-11-26,Bedford Dwellings,Ammon Community Center,20
2011-11-26,Bedford Dwellings,Ammon Community Center,74
2011-11-23,Bedford Dwellings,Ammon Community Center,48
2011-11-23,Bedford Dwellings,Ammon Community Center,148
2011-11-23,Bedford Dwellings,Ammon Community Center,20
2011-11-23,Bedford Dwellings,Ammon Community Center,23
2011-11-23,Bedford Dwellings,Ammon Community Center,1
2011-11-23,Bedford Dwellings,Ammon Community Center,11
2011-11-23,Bedford Dwellings,Ammon Community Center,23
2011-11-23,Bedford Dwellings,Ammon Community Center,18
2011-11-23,Bedford Dwellings,Ammon Community Center,53
2011-11-22,Bedford Dwellings,Ammon Community Center,44
2011-11-22,Bedford Dwellings,Ammon Community Center,58
2011-11-22,Bedford Dwellings,Ammon Community Center,186
2011-11-22,Bedford Dwellings,Ammon Community Center,7
2011-11-22,Bedford Dwellings,Ammon Community Center,18
2011-11-22,Bedford Dwellings,Ammon Community Center,67
2011-11-22,Bedford Dwellings,Ammon Community Center,23
2011-11-22,Bedford Dwellings,Ammon Community Center,89
2011-11-22,Bedford Dwellings,Ammon Community Center,74
2011-11-21,Bedford Dwellings,Ammon Community Center,107
2011-11-21,Bedford Dwellings,Ammon Community Center,204
2011-11-21,Bedford Dwellings,Ammon Community Center,64
2011-11-21,Bedford Dwellings,Ammon Community Center,20
2011-11-21,Bedford Dwellings,Ammon Community Center,3
2011-11-21,Bedford Dwellings,Ammon Community Center,31
2011-11-21,Bedford Dwellings,Ammon Community Center,45
2011-11-21,Bedford Dwellings,Ammon Community Center,55
2011-11-21,Bedford Dwellings,Ammon Community Center,75
2011-11-20,Bedford Dwellings,Ammon Community Center,13
2011-11-19,Bedford Dwellings,Ammon Community Center,76
2011-11-19,Bedford Dwellings,Ammon Community Center,90
2011-11-19,Bedford Dwellings,Ammon Community Center,4
2011-11-19,Bedford Dwellings,Ammon Community Center,10
2011-11-19,Bedford Dwellings,Ammon Community Center,13
2011-11-19,Bedford Dwellings,Ammon Community Center,27
2011-11-18,Bedford Dwellings,Ammon Community Center,73
2011-11-18,Bedford Dwellings,Ammon Community Center,56
2011-11-18,Bedford Dwellings,Ammon Community Center,82
2011-11-18,Bedford Dwellings,Ammon Community Center,18
2011-11-18,Bedford Dwellings,Ammon Community Center,20
2011-11-18,Bedford Dwellings,Ammon Community Center,66
2011-11-18,Bedford Dwellings,Ammon Community Center,27
2011-11-18,Bedford Dwellings,Ammon Community Center,60
2011-11-17,Bedford Dwellings,Ammon Community Center,106
2011-11-17,Bedford Dwellings,Ammon Community Center,16
2011-11-17,Bedford Dwellings,Ammon Community Center,133
2011-11-17,Bedford Dwellings,Ammon Community Center,22
2011-11-17,Bedford Dwellings,Ammon Community Center,1
2011-11-17,Bedford Dwellings,Ammon Community Center,26
2011-11-17,Bedford Dwellings,Ammon Community Center,30
2011-11-17,Bedford Dwellings,Ammon Community Center,102
2011-11-17,Bedford Dwellings,Ammon Community Center,64
2011-11-16,Bedford Dwellings,Ammon Community Center,118
2011-11-16,Bedford Dwellings,Ammon Community Center,98
2011-11-16,Bedford Dwellings,Ammon Community Center,81
2011-11-16,Bedford Dwellings,Ammon Community Center,2
2011-11-16,Bedford Dwellings,Ammon Community Center,21
2011-11-16,Bedford Dwellings,Ammon Community Center,16
2011-11-16,Bedford Dwellings,Ammon Community Center,29
2011-11-16,Bedford Dwellings,Ammon Community Center,61
2011-11-16,Bedford Dwellings,Ammon Community Center,90
2011-11-15,Bedford Dwellings,Ammon Community Center,53
2011-11-15,Bedford Dwellings,Ammon Community Center,72
2011-11-15,Bedford Dwellings,Ammon Community Center,103
2011-11-15,Bedford Dwellings,Ammon Community Center,19
2011-11-15,Bedford Dwellings,Ammon Community Center,4
2011-11-15,Bedford Dwellings,Ammon Community Center,61
2011-11-15,Bedford Dwellings,Ammon Community Center,32
2011-11-15,Bedford Dwellings,Ammon Community Center,108
2011-11-15,Bedford Dwellings,Ammon Community Center,26
2011-11-14,Bedford Dwellings,Ammon Community Center,123
2011-11-14,Bedford Dwellings,Ammon Community Center,144
2011-11-14,Bedford Dwellings,Ammon Community Center,103
2011-11-14,Bedford Dwellings,Ammon Community Center,6
2011-11-14,Bedford Dwellings,Ammon Community Center,17
2011-11-14,Bedford Dwellings,Ammon Community Center,36
2011-11-14,Bedford Dwellings,Ammon Community Center,64
2011-11-14,Bedford Dwellings,Ammon Community Center,25
2011-11-14,Bedford Dwellings,Ammon Community Center,102
2011-11-12,Bedford Dwellings,Ammon Community Center,50
2011-11-12,Bedford Dwellings,Ammon Community Center,129
2011-11-12,Bedford Dwellings,Ammon Community Center,6
2011-11-12,Bedford Dwellings,Ammon Community Center,1
2011-11-12,Bedford Dwellings,Ammon Community Center,24
2011-11-10,Bedford Dwellings,Ammon Community Center,122
2011-11-10,Bedford Dwellings,Ammon Community Center,81
2011-11-10,Bedford Dwellings,Ammon Community Center,32
2011-11-10,Bedford Dwellings,Ammon Community Center,16
2011-11-10,Bedford Dwellings,Ammon Community Center,2
2011-11-10,Bedford Dwellings,Ammon Community Center,19
2011-11-10,Bedford Dwellings,Ammon Community Center,21
2011-11-10,Bedford Dwellings,Ammon Community Center,19
2011-11-10,Bedford Dwellings,Ammon Community Center,59
2011-11-09,Bedford Dwellings,Ammon Community Center,82
2011-11-09,Bedford Dwellings,Ammon Community Center,50
2011-11-09,Bedford Dwellings,Ammon Community Center,115
2011-11-09,Bedford Dwellings,Ammon Community Center,4
2011-11-09,Bedford Dwellings,Ammon Community Center,10
2011-11-09,Bedford Dwellings,Ammon Community Center,31
2011-11-09,Bedford Dwellings,Ammon Community Center,15
2011-11-09,Bedford Dwellings,Ammon Community Center,73
2011-11-09,Bedford Dwellings,Ammon Community Center,21
2011-11-08,Bedford Dwellings,Ammon Community Center,95
2011-11-08,Bedford Dwellings,Ammon Community Center,60
2011-11-08,Bedford Dwellings,Ammon Community Center,21
2011-11-08,Bedford Dwellings,Ammon Community Center,18
2011-11-08,Bedford Dwellings,Ammon Community Center,31
2011-11-08,Bedford Dwellings,Ammon Community Center,60
2011-11-07,Bedford Dwellings,Ammon Community Center,109
2011-11-07,Bedford Dwellings,Ammon Community Center,33
2011-11-07,Bedford Dwellings,Ammon Community Center,146
2011-11-07,Bedford Dwellings,Ammon Community Center,11
2011-11-07,Bedford Dwellings,Ammon Community Center,42
2011-11-07,Bedford Dwellings,Ammon Community Center,49
2011-11-07,Bedford Dwellings,Ammon Community Center,15
2011-11-07,Bedford Dwellings,Ammon Community Center,84
2011-11-05,Bedford Dwellings,Ammon Community Center,44
2011-11-05,Bedford Dwellings,Ammon Community Center,142
2011-11-05,Bedford Dwellings,Ammon Community Center,4
2011-11-05,Bedford Dwellings,Ammon Community Center,12
2011-11-05,Bedford Dwellings,Ammon Community Center,7
2011-11-05,Bedford Dwellings,Ammon Community Center,14
2011-11-04,Bedford Dwellings,Ammon Community Center,41
2011-11-04,Bedford Dwellings,Ammon Community Center,91
2011-11-04,Bedford Dwellings,Ammon Community Center,39
2011-11-04,Bedford Dwellings,Ammon Community Center,9
2011-11-04,Bedford Dwellings,Ammon Community Center,27
2011-11-04,Bedford Dwellings,Ammon Community Center,120
2011-11-04,Bedford Dwellings,Ammon Community Center,32
2011-11-04,Bedford Dwellings,Ammon Community Center,47
2011-11-03,Bedford Dwellings,Ammon Community Center,81
2011-11-03,Bedford Dwellings,Ammon Community Center,34
2011-11-03,Bedford Dwellings,Ammon Community Center,95
2011-11-03,Bedford Dwellings,Ammon Community Center,16
2011-11-03,Bedford Dwellings,Ammon Community Center,21
2011-11-03,Bedford Dwellings,Ammon Community Center,26
2011-11-03,Bedford Dwellings,Ammon Community Center,61
2011-11-03,Bedford Dwellings,Ammon Community Center,31
2011-11-02,Bedford Dwellings,Ammon Community Center,87
2011-11-02,Bedford Dwellings,Ammon Community Center,212
2011-11-02,Bedford Dwellings,Ammon Community Center,42
2011-11-02,Bedford Dwellings,Ammon Community Center,8
2011-11-02,Bedford Dwellings,Ammon Community Center,30
2011-11-02,Bedford Dwellings,Ammon Community Center,33
2011-11-02,Bedford Dwellings,Ammon Community Center,35
2011-11-02,Bedford Dwellings,Ammon Community Center,67
2011-11-01,Bedford Dwellings,Ammon Community Center,51
2011-11-01,Bedford Dwellings,Ammon Community Center,27
2011-11-01,Bedford Dwellings,Ammon Community Center,146
2011-11-01,Bedford Dwellings,Ammon Community Center,17
2011-11-01,Bedford Dwellings,Ammon Community Center,75
2011-11-01,Bedford Dwellings,Ammon Community Center,19
2011-11-01,Bedford Dwellings,Ammon Community Center,77
2011-11-01,Bedford Dwellings,Ammon Community Center,19
2011-10-31,Bedford Dwellings,Ammon Community Center,36
2011-10-31,Bedford Dwellings,Ammon Community Center,148
2011-10-31,Bedford Dwellings,Ammon Community Center,39
2011-10-31,Bedford Dwellings,Ammon Community Center,8
2011-10-31,Bedford Dwellings,Ammon Community Center,42
2011-10-31,Bedford Dwellings,Ammon Community Center,77
2011-10-31,Bedford Dwellings,Ammon Community Center,14
2011-10-31,Bedford Dwellings,Ammon Community Center,46
2011-10-30,Bedford Dwellings,Ammon Community Center,18
2011-10-30,Bedford Dwellings,Ammon Community Center,1
2011-10-29,Bedford Dwellings,Ammon Community Center,84
2011-10-29,Bedford Dwellings,Ammon Community Center,93
2011-10-29,Bedford Dwellings,Ammon Community Center,5
2011-10-29,Bedford Dwellings,Ammon Community Center,12
2011-10-28,Bedford Dwellings,Ammon Community Center,56
2011-10-28,Bedford Dwellings,Ammon Community Center,110
2011-10-28,Bedford Dwellings,Ammon Community Center,32
2011-10-28,Bedford Dwellings,Ammon Community Center,14
2011-10-28,Bedford Dwellings,Ammon Community Center,24
2011-10-28,Bedford Dwellings,Ammon Community Center,57
2011-10-28,Bedford Dwellings,Ammon Community Center,68
2011-10-28,Bedford Dwellings,Ammon Community Center,13
2011-10-27,Bedford Dwellings,Ammon Community Center,122
2011-10-27,Bedford Dwellings,Ammon Community Center,64
2011-10-27,Bedford Dwellings,Ammon Community Center,70
2011-10-27,Bedford Dwellings,Ammon Community Center,13
2011-10-27,Bedford Dwellings,Ammon Community Center,16
2011-10-27,Bedford Dwellings,Ammon Community Center,24
2011-10-27,Bedford Dwellings,Ammon Community Center,21
2011-10-27,Bedford Dwellings,Ammon Community Center,58
2011-10-26,Bedford Dwellings,Ammon Community Center,104
2011-10-26,Bedford Dwellings,Ammon Community Center,151
2011-10-26,Bedford Dwellings,Ammon Community Center,52
2011-10-26,Bedford Dwellings,Ammon Community Center,16
2011-10-26,Bedford Dwellings,Ammon Community Center,2
2011-10-26,Bedford Dwellings,Ammon Community Center,38
2011-10-26,Bedford Dwellings,Ammon Community Center,40
2011-10-26,Bedford Dwellings,Ammon Community Center,109
2011-10-26,Bedford Dwellings,Ammon Community Center,28
2011-10-25,Bedford Dwellings,Ammon Community Center,72
2011-10-25,Bedford Dwellings,Ammon Community Center,34
2011-10-25,Bedford Dwellings,Ammon Community Center,169
2011-10-25,Bedford Dwellings,Ammon Community Center,18
2011-10-25,Bedford Dwellings,Ammon Community Center,37
2011-10-25,Bedford Dwellings,Ammon Community Center,66
2011-10-25,Bedford Dwellings,Ammon Community Center,22
2011-10-25,Bedford Dwellings,Ammon Community Center,82
2011-10-24,Bedford Dwellings,Ammon Community Center,91
2011-10-24,Bedford Dwellings,Ammon Community Center,229
2011-10-24,Bedford Dwellings,Ammon Community Center,133
2011-10-24,Bedford Dwellings,Ammon Community Center,16
2011-10-24,Bedford Dwellings,Ammon Community Center,57
2011-10-24,Bedford Dwellings,Ammon Community Center,47
2011-10-24,Bedford Dwellings,Ammon Community Center,99
2011-10-24,Bedford Dwellings,Ammon Community Center,26
2011-10-23,Bedford Dwellings,Ammon Community Center,10
2011-10-22,Bedford Dwellings,Ammon Community Center,61
2011-10-22,Bedford Dwellings,Ammon Community Center,89
2011-10-22,Bedford Dwellings,Ammon Community Center,1
2011-10-22,Bedford Dwellings,Ammon Community Center,14
2011-10-22,Bedford Dwellings,Ammon Community Center,11
2011-10-21,Bedford Dwellings,Ammon Community Center,77
2011-10-21,Bedford Dwellings,Ammon Community Center,55
2011-10-21,Bedford Dwellings,Ammon Community Center,48
2011-10-21,Bedford Dwellings,Ammon Community Center,15
2011-10-21,Bedford Dwellings,Ammon Community Center,24
2011-10-21,Bedford Dwellings,Ammon Community Center,86
2011-10-21,Bedford Dwellings,Ammon Community Center,64
2011-10-21,Bedford Dwellings,Ammon Community Center,25
2011-10-20,Bedford Dwellings,Ammon Community Center,112
2011-10-20,Bedford Dwellings,Ammon Community Center,113
2011-10-20,Bedford Dwellings,Ammon Community Center,72
2011-10-20,Bedford Dwellings,Ammon Community Center,6
2011-10-20,Bedford Dwellings,Ammon Community Center,29
2011-10-20,Bedford Dwellings,Ammon Community Center,33
2011-10-20,Bedford Dwellings,Ammon Community Center,16
2011-10-20,Bedford Dwellings,Ammon Community Center,65
2011-10-19,Bedford Dwellings,Ammon Community Center,74
2011-10-19,Bedford Dwellings,Ammon Community Center,187
2011-10-19,Bedford Dwellings,Ammon Community Center,101
2011-10-19,Bedford Dwellings,Ammon Community Center,6
2011-10-19,Bedford Dwellings,Ammon Community Center,70
2011-10-19,Bedford Dwellings,Ammon Community Center,56
2011-10-19,Bedford Dwellings,Ammon Community Center,71
2011-10-19,Bedford Dwellings,Ammon Community Center,23
2011-10-18,Bedford Dwellings,Ammon Community Center,57
2011-10-18,Bedford Dwellings,Ammon Community Center,89
2011-10-18,Bedford Dwellings,Ammon Community Center,203
2011-10-18,Bedford Dwellings,Ammon Community Center,32
2011-10-18,Bedford Dwellings,Ammon Community Center,65
2011-10-18,Bedford Dwellings,Ammon Community Center,26
2011-10-18,Bedford Dwellings,Ammon Community Center,17
2011-10-18,Bedford Dwellings,Ammon Community Center,95
2011-10-17,Bedford Dwellings,Ammon Community Center,95
2011-10-17,Bedford Dwellings,Ammon Community Center,204
2011-10-17,Bedford Dwellings,Ammon Community Center,99
2011-10-17,Bedford Dwellings,Ammon Community Center,15
2011-10-17,Bedford Dwellings,Ammon Community Center,1
2011-10-17,Bedford Dwellings,Ammon Community Center,67
2011-10-17,Bedford Dwellings,Ammon Community Center,51
2011-10-17,Bedford Dwellings,Ammon Community Center,127
2011-10-17,Bedford Dwellings,Ammon Community Center,29
2011-10-15,Bedford Dwellings,Ammon Community Center,15
2011-10-15,Bedford Dwellings,Ammon Community Center,90
